wiek;przychod;czas_na_stronie_min;liczba_wizyt;godzina_wejscia;dzien_tygodnia;typ_klienta;region;kupil
66;1024;30;15;10;6;nowy;wschod;1
42;5264;57;13;3;2;nowy;poludnie;0
27;2800;47;16;14;4;powracajacy;zachod;0
33;1286;13;6;5;7;nowy;polnoc;0
57;1616;26;10;13;6;nowy;centrum;0
33;9236;52;10;16;3;powracajacy;zachod;1
49;5773;42;10;18;5;powracajacy;poludnie;0
42;8445;13;17;23;7;vip;wschod;0
27;4770;16;13;10;5;nowy;centrum;0
66;8850;28;12;17;6;powracajacy;wschod;0
69;8946;36;2;14;1;nowy;poludnie;1
60;8307;49;7;13;1;powracajacy;zachod;0
46;9446;38;8;15;7;powracajacy;polnoc;0
64;9579;5;6;13;3;nowy;poludnie;0
45;6149;11;13;1;1;nowy;polnoc;0
32;1848;28;16;18;3;nowy;wschod;0
60;2158;26;8;11;7;powracajacy;wschod;0
62;5098;55;7;3;2;nowy;wschod;0
36;7026;4;19;2;5;powracajacy;polnoc;0
54;4096;18;18;11;2;powracajacy;polnoc;0
35;1217;2;14;17;7;nowy;wschod;0
22;6640;36;15;4;6;nowy;polnoc;0
29;8604;15;9;10;2;nowy;zachod;0
41;9529;4;15;17;5;nowy;poludnie;0
48;4056;34;2;2;7;vip;polnoc;1
39;3841;40;18;13;6;nowy;polnoc;0
32;7525;32;6;7;3;nowy;centrum;0
60;6755;14;8;19;1;nowy;polnoc;0
39;2517;18;4;17;1;powracajacy;wschod;0
57;2168;45;16;13;3;nowy;polnoc;0
62;5361;56;19;1;6;powracajacy;polnoc;0
40;4714;35;19;12;4;powracajacy;polnoc;0
57;1874;22;10;6;6;vip;zachod;0
46;6718;42;15;0;6;vip;polnoc;0
46;2689;25;15;19;1;nowy;centrum;0
64;8280;43;18;22;2;vip;centrum;1
19;9146;13;18;14;6;nowy;zachod;1
50;3150;6;11;6;6;powracajacy;zachod;1
60;7119;58;4;6;6;nowy;polnoc;0
30;8982;3;4;0;6;nowy;zachod;0
57;1621;45;14;21;3;powracajacy;centrum;0
25;6428;3;19;6;5;powracajacy;zachod;1
25;9046;3;5;9;5;powracajacy;polnoc;0
57;6941;17;7;15;5;powracajacy;wschod;0
58;4456;39;1;19;3;powracajacy;poludnie;0
22;8745;46;10;18;5;nowy;wschod;0
40;7258;36;10;13;3;nowy;poludnie;0
57;9322;40;11;19;5;nowy;zachod;0
54;3011;36;2;10;4;nowy;poludnie;0
52;8268;51;4;14;4;powracajacy;centrum;0
41;4868;32;4;5;4;powracajacy;wschod;1
45;2488;53;19;9;5;nowy;zachod;0
18;8019;22;2;8;3;powracajacy;centrum;0
24;5724;29;4;4;1;vip;poludnie;0
23;2131;2;4;11;3;powracajacy;centrum;0
51;7967;33;13;8;3;vip;wschod;0
26;3570;27;1;20;1;nowy;centrum;0
67;1993;12;12;23;1;nowy;poludnie;0
35;2615;25;15;19;7;nowy;centrum;0
43;6587;12;14;12;3;nowy;zachod;0
39;1554;44;1;3;2;nowy;polnoc;0
18;5079;51;15;18;4;powracajacy;wschod;0
38;3004;50;12;20;2;powracajacy;centrum;0
37;4683;2;13;22;7;vip;poludnie;1
31;2446;30;9;18;5;nowy;wschod;0
31;1382;45;2;3;1;powracajacy;polnoc;0
38;6977;18;5;22;4;powracajacy;centrum;0
62;5932;32;15;15;4;powracajacy;centrum;0
46;5411;10;5;4;2;powracajacy;wschod;0
60;1978;5;9;16;3;nowy;wschod;0
56;8996;50;15;20;3;powracajacy;zachod;0
31;4595;12;9;13;5;powracajacy;zachod;0
35;8450;14;12;18;5;powracajacy;wschod;0
22;1285;3;19;23;2;nowy;centrum;0
63;9895;3;14;6;6;nowy;wschod;0
40;6704;11;1;1;4;vip;polnoc;1
53;9168;56;17;17;7;nowy;polnoc;0
50;2310;1;7;20;4;powracajacy;centrum;0
68;3631;19;19;20;4;powracajacy;wschod;0
68;5918;53;18;0;1;nowy;poludnie;0
32;8590;2;18;10;4;nowy;centrum;0
42;7469;17;1;8;6;powracajacy;polnoc;0
51;5836;29;13;23;6;nowy;zachod;0
42;2547;3;13;10;3;powracajacy;wschod;0
53;5810;3;11;13;2;nowy;poludnie;0
27;8736;35;3;0;6;vip;wschod;1
46;4692;44;3;3;4;nowy;zachod;0
46;9033;9;15;5;7;nowy;poludnie;0
65;7856;7;19;3;2;vip;zachod;0
58;8310;43;1;2;1;nowy;polnoc;0
69;1546;44;13;22;3;powracajacy;centrum;0
39;9330;26;12;11;3;powracajacy;wschod;0
27;9833;37;13;5;5;nowy;polnoc;0
28;6086;27;15;5;1;nowy;wschod;0
43;7947;56;6;6;3;vip;poludnie;1
27;7348;17;2;5;1;nowy;poludnie;1
67;1753;50;19;20;6;powracajacy;zachod;0
51;2594;49;13;12;6;powracajacy;wschod;0
27;7998;33;4;7;5;vip;zachod;0
68;6228;7;1;21;4;nowy;centrum;0
63;7966;3;12;19;1;nowy;centrum;0
47;8475;7;5;6;7;nowy;wschod;0
41;8063;22;6;2;5;nowy;wschod;0
69;3279;12;7;15;2;powracajacy;zachod;0
63;7352;5;10;5;3;nowy;wschod;0
62;5665;42;13;18;5;powracajacy;zachod;0
55;1662;22;1;2;6;powracajacy;wschod;0
47;1208;4;8;15;4;powracajacy;centrum;0
32;1730;31;1;22;2;nowy;wschod;0
59;1110;16;6;20;5;nowy;wschod;0
23;9220;42;1;5;1;powracajacy;poludnie;0
53;4230;5;9;22;2;powracajacy;centrum;0
55;9943;48;19;3;5;powracajacy;zachod;0
41;4850;11;9;7;1;powracajacy;poludnie;0
46;3692;53;6;5;2;nowy;zachod;0
69;4177;25;14;17;1;powracajacy;polnoc;0
60;7420;21;6;19;4;powracajacy;centrum;0
23;5429;55;3;21;6;nowy;zachod;1
48;7951;57;15;19;1;powracajacy;polnoc;0
28;8542;3;6;13;4;powracajacy;polnoc;0
53;4852;50;4;11;5;nowy;centrum;0
49;7177;39;2;11;6;nowy;zachod;0
50;3450;5;7;1;2;nowy;poludnie;0
67;1125;49;17;21;4;nowy;centrum;0
53;5509;26;2;11;4;vip;centrum;0
59;9884;23;4;4;7;powracajacy;centrum;0
43;4331;33;19;11;3;vip;poludnie;0
69;1409;9;15;7;6;powracajacy;polnoc;0
34;6998;43;12;16;2;nowy;centrum;0
65;1580;8;2;9;4;nowy;wschod;0
22;1750;16;12;12;1;nowy;centrum;0
45;7350;39;12;13;1;vip;polnoc;1
38;8293;10;8;11;3;nowy;poludnie;0
69;2796;12;19;8;5;powracajacy;wschod;0
55;9312;28;17;8;5;powracajacy;zachod;0
47;5112;39;19;14;4;powracajacy;centrum;0
45;9087;44;3;0;7;nowy;poludnie;1
60;2007;14;5;17;2;powracajacy;poludnie;0
39;2478;31;19;0;5;powracajacy;zachod;0
19;2059;50;2;9;6;nowy;poludnie;0
49;2460;52;12;18;6;nowy;zachod;0
18;9440;26;6;23;3;powracajacy;polnoc;0
64;1221;1;2;9;1;nowy;zachod;0
25;6335;33;10;17;5;nowy;centrum;0
41;5570;10;12;23;3;nowy;wschod;0
69;7247;13;17;5;6;nowy;polnoc;0
54;2269;43;17;4;7;powracajacy;polnoc;0
33;3785;33;14;12;4;nowy;wschod;0
56;1910;2;11;14;1;powracajacy;centrum;0
58;3786;30;2;9;5;vip;poludnie;0
43;8563;13;18;21;4;nowy;polnoc;0
18;7960;42;14;11;1;nowy;polnoc;0
43;9755;58;13;14;2;vip;zachod;1
40;4856;8;9;15;6;powracajacy;zachod;0
38;3363;9;15;10;6;powracajacy;centrum;0
27;5845;37;3;15;3;powracajacy;polnoc;0
52;6598;52;17;10;1;nowy;zachod;0
31;8767;39;12;4;3;nowy;polnoc;0
68;8496;32;10;5;1;nowy;centrum;0
30;2567;20;11;2;4;nowy;centrum;0
20;1884;46;1;22;6;nowy;polnoc;0
66;4588;47;5;16;6;powracajacy;poludnie;1
32;4749;54;7;21;7;powracajacy;polnoc;0
41;3636;26;12;10;7;powracajacy;zachod;0
53;8808;13;2;4;6;powracajacy;wschod;0
40;7506;19;9;21;4;nowy;centrum;0
47;1468;15;14;3;3;powracajacy;zachod;0
38;5020;17;11;0;2;nowy;poludnie;0
20;5062;50;14;4;4;nowy;zachod;0
46;9352;17;19;19;2;powracajacy;polnoc;0
54;4461;19;10;6;1;nowy;polnoc;0
55;8609;8;5;17;6;nowy;zachod;1
35;2973;8;1;2;2;vip;zachod;1
48;4908;45;9;14;2;nowy;centrum;0
29;2379;37;1;11;3;nowy;zachod;0
27;1832;34;1;1;1;nowy;polnoc;0
45;1533;5;4;11;2;powracajacy;wschod;0
63;2460;3;15;20;7;nowy;polnoc;0
43;3034;26;4;17;6;nowy;zachod;0
29;9605;52;8;14;5;nowy;centrum;0
53;8145;34;8;21;2;powracajacy;wschod;0
46;3939;11;12;20;1;nowy;centrum;1
62;5509;6;3;5;1;powracajacy;poludnie;1
66;2665;14;5;0;1;powracajacy;zachod;0
26;6116;17;17;20;1;nowy;zachod;0
34;9647;51;3;19;5;nowy;centrum;1
24;4356;22;19;6;7;powracajacy;poludnie;0
44;6833;57;1;12;2;nowy;centrum;0
58;9079;50;11;10;7;powracajacy;polnoc;0
69;3047;29;9;9;1;powracajacy;poludnie;0
38;9579;1;9;15;4;nowy;zachod;1
34;2528;7;10;0;3;nowy;centrum;0
37;3226;26;17;18;5;nowy;zachod;0
63;1960;13;10;23;5;nowy;polnoc;0
43;4827;6;17;2;2;vip;wschod;0
40;6077;45;10;6;6;nowy;poludnie;0
26;3293;31;4;3;6;nowy;polnoc;0
67;2499;57;4;9;5;nowy;poludnie;0
66;6693;40;12;10;1;powracajacy;polnoc;0
52;8232;13;7;0;4;nowy;centrum;0
19;8438;34;11;23;5;powracajacy;zachod;0
19;3799;19;9;1;4;nowy;wschod;0
67;9306;46;16;19;5;powracajacy;centrum;0
66;3794;13;14;9;4;nowy;zachod;0
46;1115;43;15;2;5;powracajacy;poludnie;0
47;4521;32;3;8;4;nowy;poludnie;0
22;5804;51;7;22;1;powracajacy;polnoc;0
62;2425;55;6;20;3;vip;wschod;1
47;4725;1;5;23;5;powracajacy;zachod;0
66;5106;4;3;18;4;powracajacy;zachod;1
28;3977;4;12;3;4;powracajacy;wschod;0
20;3384;32;9;20;3;powracajacy;centrum;0
56;4057;39;12;12;6;nowy;zachod;0
31;6111;13;2;0;5;powracajacy;centrum;1
64;3425;51;19;22;7;powracajacy;poludnie;0
57;4757;38;13;11;4;nowy;poludnie;0
33;3206;24;7;14;4;nowy;centrum;0
64;4361;8;5;7;4;powracajacy;zachod;0
32;2093;50;1;1;1;nowy;centrum;0
29;6034;34;8;3;2;powracajacy;zachod;0
25;9481;30;14;12;6;powracajacy;wschod;0
25;1677;4;8;3;2;vip;polnoc;0
29;6487;16;5;22;5;powracajacy;centrum;0
24;7117;37;17;10;7;powracajacy;polnoc;0
25;9613;34;13;22;7;nowy;zachod;0
30;2550;22;15;0;5;powracajacy;polnoc;1
41;4921;4;16;14;1;nowy;polnoc;0
58;2131;3;10;3;1;nowy;polnoc;0
27;5115;11;6;0;1;nowy;polnoc;0
38;1633;21;19;4;5;powracajacy;polnoc;0
68;4820;44;11;3;4;nowy;zachod;0
36;1827;51;13;21;2;nowy;zachod;0
65;3988;42;19;0;1;powracajacy;wschod;0
23;4953;55;7;21;7;powracajacy;centrum;0
39;1478;22;18;1;5;vip;centrum;0
56;4650;51;6;20;2;vip;poludnie;1
21;2772;46;17;6;5;nowy;wschod;0
42;9230;10;2;3;7;nowy;polnoc;0
23;1074;2;3;16;2;nowy;polnoc;0
62;1359;29;18;11;3;nowy;wschod;0
31;6372;52;8;17;4;nowy;wschod;0
65;5728;54;6;20;2;powracajacy;poludnie;1
53;5572;45;8;12;6;powracajacy;poludnie;1
27;1080;29;9;4;6;nowy;polnoc;0
20;6582;54;11;16;6;nowy;centrum;0
22;4142;7;12;7;5;powracajacy;poludnie;0
61;8927;55;17;19;3;vip;centrum;1
47;6016;31;2;6;5;nowy;wschod;0
56;4454;56;7;9;6;nowy;poludnie;0
41;7860;14;2;1;3;vip;zachod;1
42;3725;31;13;23;2;powracajacy;poludnie;0
21;8634;33;13;1;2;nowy;poludnie;0
54;2026;57;2;17;2;nowy;zachod;0
38;1605;56;16;21;3;nowy;polnoc;0
34;8336;34;9;1;1;vip;poludnie;1
63;6066;20;4;13;5;powracajacy;zachod;0
27;4107;29;14;19;5;vip;zachod;1
32;9538;26;16;3;3;nowy;polnoc;0
42;2004;30;9;2;7;powracajacy;wschod;0
59;6037;2;14;16;7;nowy;zachod;0
49;5962;47;19;8;4;nowy;poludnie;0
31;5507;24;6;16;2;powracajacy;wschod;0
29;3114;1;17;15;1;nowy;polnoc;0
55;6987;33;5;17;7;powracajacy;centrum;0
38;9708;51;17;14;3;nowy;zachod;0
62;8316;28;15;12;1;nowy;polnoc;0
31;1665;54;15;14;1;nowy;wschod;0
22;6331;59;12;9;5;powracajacy;wschod;0
58;8990;50;4;20;4;powracajacy;poludnie;1
47;2645;20;1;9;3;powracajacy;wschod;0
19;5077;22;17;13;5;powracajacy;wschod;0
33;2816;30;16;9;1;nowy;wschod;0
24;9275;33;15;2;6;powracajacy;centrum;0
57;2802;17;5;9;6;powracajacy;zachod;0
42;6983;32;8;5;2;nowy;centrum;0
64;9745;28;14;2;2;nowy;poludnie;0
19;9198;8;9;2;5;nowy;wschod;0
68;1246;44;3;17;5;powracajacy;polnoc;0
45;5523;59;6;6;7;powracajacy;polnoc;0
40;7520;31;5;11;7;nowy;wschod;1
44;1721;44;10;11;4;powracajacy;wschod;0
20;8606;59;14;14;3;powracajacy;centrum;0
31;3292;3;19;7;4;nowy;wschod;0
27;1027;43;2;19;1;powracajacy;polnoc;0
30;4492;29;17;0;5;nowy;wschod;0
66;5811;39;2;6;4;nowy;wschod;0
52;8507;50;19;2;4;nowy;zachod;0
27;5906;56;13;22;2;powracajacy;centrum;0
66;5139;45;16;18;2;nowy;polnoc;0
64;3227;3;3;19;3;nowy;wschod;0
19;4812;23;6;4;5;nowy;zachod;0
33;7224;33;14;1;7;powracajacy;poludnie;0
46;5689;52;2;14;6;powracajacy;wschod;0
42;1271;26;14;4;4;powracajacy;wschod;0
43;2020;36;15;3;6;powracajacy;centrum;0
31;4037;26;4;8;7;powracajacy;zachod;0
29;9203;45;2;20;7;powracajacy;polnoc;1
38;1853;26;11;18;4;powracajacy;poludnie;0
32;9727;31;9;1;6;powracajacy;centrum;0
42;9769;21;9;14;1;nowy;poludnie;0
68;7523;59;2;17;7;nowy;polnoc;0
33;2120;22;12;12;7;powracajacy;centrum;0
45;5772;36;13;14;6;powracajacy;centrum;0
45;7745;16;15;0;2;powracajacy;poludnie;0
53;1345;54;16;4;4;vip;zachod;0
58;4927;53;16;15;1;nowy;wschod;0
25;5963;20;10;2;1;nowy;poludnie;0
21;1871;9;18;7;1;powracajacy;wschod;0
47;9998;23;14;17;2;powracajacy;wschod;0
19;6287;45;6;10;1;nowy;centrum;0
54;7353;20;10;9;6;nowy;centrum;0
60;7400;9;3;20;2;powracajacy;polnoc;0
19;6941;5;11;3;7;vip;zachod;0
48;4656;51;19;12;7;powracajacy;wschod;0
68;6535;45;9;19;5;nowy;wschod;0
51;6114;43;18;23;3;nowy;centrum;0
56;6844;8;10;7;4;powracajacy;zachod;0
22;9048;11;1;19;1;powracajacy;centrum;0
20;4260;42;8;5;5;powracajacy;wschod;0
45;2238;16;3;0;3;powracajacy;poludnie;0
34;6343;31;10;14;1;powracajacy;centrum;0
36;3252;3;13;7;4;powracajacy;poludnie;0
69;2974;19;4;0;4;vip;centrum;0
36;6316;57;19;23;3;powracajacy;centrum;0
35;9612;48;13;18;7;nowy;poludnie;1
60;4898;33;18;22;5;vip;zachod;0
62;1067;24;15;4;3;nowy;wschod;0
24;6359;23;7;11;7;powracajacy;centrum;0
54;8899;50;19;12;3;powracajacy;poludnie;0
43;1913;27;15;14;6;nowy;zachod;0
49;4118;35;18;7;5;powracajacy;wschod;0
36;4726;27;2;3;1;nowy;poludnie;0
49;4760;4;10;14;6;nowy;wschod;0
57;3335;34;10;4;6;powracajacy;poludnie;1
33;4283;3;16;9;2;powracajacy;wschod;0
56;7300;3;14;7;2;powracajacy;poludnie;0
32;3341;31;2;19;6;nowy;poludnie;1
51;6811;4;17;22;2;powracajacy;poludnie;0
54;6272;21;19;8;6;powracajacy;poludnie;0
68;9176;34;12;12;3;nowy;wschod;0
44;8705;4;8;1;5;vip;wschod;0
23;8516;58;3;13;6;nowy;zachod;0
52;3058;28;2;13;4;nowy;centrum;0
60;7049;35;7;23;5;powracajacy;poludnie;0
20;8354;38;5;21;4;nowy;zachod;0
61;4624;6;10;10;1;powracajacy;centrum;0
48;1859;14;7;10;5;nowy;zachod;0
18;8299;42;12;20;5;nowy;polnoc;0
46;3078;43;3;15;1;powracajacy;zachod;0
64;3148;38;8;22;2;vip;zachod;0
22;5442;35;7;16;7;nowy;zachod;0
65;1376;45;12;8;4;nowy;centrum;0
67;2209;44;12;22;6;nowy;wschod;0
58;5001;41;11;22;1;nowy;centrum;0
18;4415;8;3;23;6;powracajacy;zachod;0
69;5398;21;17;22;3;powracajacy;wschod;0
49;6020;26;10;14;3;nowy;wschod;0
32;4775;15;9;11;4;vip;centrum;0
69;6620;14;14;11;5;nowy;poludnie;0
34;2713;28;3;23;2;powracajacy;poludnie;0
67;6292;53;2;2;3;nowy;poludnie;0
39;5821;38;14;8;1;nowy;zachod;0
68;6297;4;4;14;7;nowy;wschod;0
57;8853;27;2;7;3;nowy;wschod;0
68;4271;31;9;12;5;powracajacy;poludnie;0
63;6491;26;2;12;7;powracajacy;poludnie;0
54;7442;26;14;0;7;powracajacy;centrum;0
34;2655;14;5;5;7;nowy;zachod;0
40;9194;14;6;8;1;powracajacy;polnoc;0
30;8084;9;1;6;1;powracajacy;polnoc;0
60;1085;23;12;17;4;powracajacy;poludnie;0
51;8495;44;12;7;1;powracajacy;polnoc;0
34;2376;16;11;14;1;powracajacy;polnoc;0
37;7805;14;13;12;5;powracajacy;poludnie;0
18;2774;49;9;10;3;nowy;centrum;0
24;3185;23;16;14;2;powracajacy;zachod;1
21;6861;8;2;22;2;nowy;centrum;0
49;4949;57;16;21;6;vip;poludnie;1
39;4300;22;14;18;6;powracajacy;polnoc;0
37;5789;9;18;19;1;powracajacy;wschod;0
19;2246;38;17;21;6;nowy;poludnie;0
46;8214;37;11;10;7;powracajacy;zachod;0
42;8967;4;17;4;6;nowy;zachod;0
51;8197;11;16;23;7;powracajacy;polnoc;0
42;4072;39;12;15;4;powracajacy;wschod;1
62;8571;7;4;9;2;powracajacy;wschod;0
69;5815;58;6;15;5;powracajacy;poludnie;1
28;7794;55;17;14;1;powracajacy;polnoc;0
55;9773;29;18;8;7;powracajacy;wschod;0
50;9777;22;3;2;3;powracajacy;zachod;1
62;9923;8;2;6;3;powracajacy;poludnie;0
47;2344;34;14;6;2;nowy;polnoc;0
46;5551;34;1;12;7;powracajacy;poludnie;0
64;1635;44;6;6;7;nowy;centrum;0
66;3424;9;2;0;6;powracajacy;poludnie;0
55;9203;12;17;15;2;nowy;poludnie;0
37;9809;32;5;23;7;vip;centrum;1
47;5248;41;9;7;6;vip;zachod;0
54;2215;27;16;23;3;nowy;zachod;0
60;9051;24;16;8;1;nowy;wschod;0
59;3831;20;9;20;7;powracajacy;centrum;0
50;4823;54;14;11;7;powracajacy;poludnie;0
22;3936;55;15;11;5;nowy;centrum;0
26;5024;36;6;3;5;powracajacy;centrum;1
66;5231;19;11;21;4;powracajacy;zachod;0
37;4797;23;9;21;6;nowy;wschod;0
59;3255;32;15;8;4;nowy;zachod;0
43;8572;25;16;15;6;nowy;polnoc;0
29;9109;38;12;7;1;nowy;wschod;0
66;1451;23;14;11;4;nowy;wschod;0
69;3972;23;19;0;6;nowy;wschod;0
60;2105;49;16;12;4;nowy;poludnie;0
44;1721;26;12;20;2;nowy;wschod;0
43;8260;55;7;8;6;powracajacy;centrum;0
64;1592;59;13;7;4;nowy;zachod;0
65;8756;1;9;4;7;powracajacy;zachod;0
67;8531;43;5;4;7;nowy;polnoc;0
35;4111;33;15;5;2;nowy;centrum;0
41;8716;48;11;18;2;nowy;poludnie;0
26;7145;7;8;13;3;powracajacy;wschod;0
56;8088;12;18;0;6;nowy;centrum;0
44;6893;2;7;19;6;nowy;centrum;0
20;1840;49;6;23;1;nowy;centrum;0
43;3163;44;2;20;7;nowy;centrum;0
65;8465;33;11;23;4;powracajacy;poludnie;0
53;1808;33;4;2;3;nowy;centrum;0
31;7144;45;5;4;6;powracajacy;poludnie;1
37;9894;51;12;16;5;vip;wschod;1
28;9922;18;4;22;3;nowy;centrum;0
41;1939;34;18;9;3;nowy;poludnie;0
41;8328;13;6;20;3;nowy;polnoc;0
37;9926;21;11;14;3;powracajacy;wschod;0
36;8173;32;9;0;6;nowy;poludnie;0
36;4167;44;19;2;4;nowy;centrum;0
53;5747;39;7;11;2;nowy;zachod;0
40;8566;22;8;6;2;powracajacy;polnoc;0
53;7172;14;18;13;3;powracajacy;polnoc;0
69;7823;42;8;6;4;vip;centrum;0
33;1889;17;12;6;3;nowy;polnoc;0
66;7567;51;14;17;2;powracajacy;zachod;0
27;1702;55;4;6;3;powracajacy;zachod;0
65;5194;16;11;3;4;nowy;wschod;0
45;6577;26;5;22;6;powracajacy;centrum;1
44;1406;6;6;13;7;powracajacy;centrum;0
50;7322;4;15;1;7;powracajacy;poludnie;0
59;7207;6;19;21;4;powracajacy;zachod;0
36;6356;18;2;12;5;powracajacy;poludnie;1
62;5792;52;14;11;3;nowy;centrum;0
32;5198;30;8;7;5;powracajacy;polnoc;0
59;6354;4;18;21;3;vip;poludnie;1
59;5703;18;11;11;3;nowy;poludnie;0
31;6427;20;14;8;1;nowy;centrum;0
38;4075;21;2;11;6;powracajacy;wschod;0
62;6000;48;6;7;5;powracajacy;polnoc;0
18;2508;42;12;13;5;nowy;poludnie;0
35;3082;10;16;13;6;vip;centrum;0
29;6920;56;15;15;4;nowy;poludnie;0
63;2452;49;10;15;3;powracajacy;centrum;0
19;4356;44;5;6;4;nowy;wschod;0
42;9195;3;9;15;1;powracajacy;centrum;0
26;4909;57;17;11;6;nowy;centrum;0
21;9513;49;11;1;6;nowy;poludnie;0
56;5370;50;18;6;4;powracajacy;wschod;0
24;9283;49;14;22;2;nowy;polnoc;0
21;9855;42;4;5;2;powracajacy;polnoc;0
46;4267;25;11;6;7;nowy;centrum;0
63;1516;43;10;21;6;nowy;poludnie;0
67;8028;58;14;3;2;powracajacy;centrum;0
29;9826;47;6;22;5;powracajacy;zachod;1
40;7160;9;6;4;4;powracajacy;poludnie;0
45;9070;42;10;9;7;nowy;poludnie;0
62;4277;10;17;19;4;nowy;wschod;0
25;3843;55;13;16;1;nowy;poludnie;0
39;3829;11;16;19;7;powracajacy;poludnie;0
40;2359;55;10;21;6;nowy;centrum;1
44;4335;53;10;1;2;powracajacy;polnoc;0
37;3496;19;7;14;6;vip;poludnie;0
35;9018;27;16;16;2;nowy;wschod;0
65;9619;54;6;0;4;nowy;centrum;0
35;3825;50;5;13;7;nowy;wschod;0
59;5055;30;10;18;2;powracajacy;centrum;0
31;7350;16;17;15;4;nowy;zachod;0
23;6271;47;16;23;1;powracajacy;polnoc;0
27;7092;17;13;20;1;nowy;wschod;0
54;5918;27;14;17;1;nowy;poludnie;0
65;6569;49;9;7;5;nowy;centrum;0
45;5719;31;16;10;2;vip;centrum;0
43;5929;55;12;0;7;vip;wschod;0
54;6482;20;10;19;3;powracajacy;zachod;0
41;2143;37;3;3;5;nowy;centrum;0
64;9006;8;4;2;5;nowy;poludnie;0
39;1616;3;6;15;5;powracajacy;wschod;0
59;6881;22;9;13;4;nowy;poludnie;0
20;2381;2;1;7;2;vip;centrum;0
25;3446;16;14;23;7;nowy;polnoc;0
31;4424;7;5;16;7;powracajacy;centrum;0
41;7367;32;19;18;3;powracajacy;wschod;0
65;9630;4;19;2;2;nowy;polnoc;0
35;1708;47;11;1;2;nowy;polnoc;0
54;5795;3;10;10;6;vip;centrum;0
66;6581;38;4;13;3;powracajacy;wschod;0
38;7535;15;10;9;6;powracajacy;poludnie;0
54;1886;16;5;10;4;nowy;wschod;0
63;4425;28;8;5;1;powracajacy;polnoc;0
60;5525;9;1;21;3;nowy;polnoc;0
44;2340;40;17;0;5;powracajacy;polnoc;0
57;4396;56;5;22;2;nowy;polnoc;0
25;3782;46;1;3;5;nowy;poludnie;0
50;5794;4;6;13;1;nowy;poludnie;0
42;9094;46;6;13;2;nowy;zachod;0
22;7381;23;7;6;1;vip;poludnie;1
53;2817;38;14;11;6;powracajacy;centrum;0
34;9410;56;10;2;7;powracajacy;poludnie;0
22;2103;37;13;15;1;nowy;poludnie;0
24;4600;22;7;0;6;nowy;wschod;0
66;7873;45;3;19;4;nowy;poludnie;1
66;1433;46;13;14;4;powracajacy;poludnie;0
42;9170;24;8;5;6;nowy;centrum;0
40;1302;10;13;2;6;powracajacy;polnoc;0
64;1987;19;8;3;2;nowy;wschod;0
30;1755;52;4;13;1;powracajacy;zachod;0
40;9143;51;16;14;7;nowy;polnoc;0
33;3679;7;12;17;4;powracajacy;poludnie;0
27;1559;5;9;8;6;powracajacy;centrum;0
50;2913;46;9;5;3;powracajacy;zachod;0
35;5402;8;7;15;3;nowy;centrum;0
26;5366;19;12;13;6;powracajacy;wschod;0
31;9185;5;5;23;2;nowy;poludnie;0
26;5767;9;15;23;6;nowy;zachod;0
51;7519;46;12;22;7;vip;poludnie;1
28;7613;34;15;20;4;powracajacy;poludnie;0
51;3248;3;9;20;6;nowy;centrum;0
23;1425;9;17;3;5;powracajacy;zachod;0
45;5998;32;3;21;7;nowy;centrum;1
40;6066;12;18;18;7;powracajacy;centrum;0
40;3471;37;2;18;5;powracajacy;wschod;1
40;3105;5;6;15;7;powracajacy;centrum;0
47;8712;58;5;0;3;nowy;centrum;0
42;7934;7;11;22;5;vip;zachod;0
32;1111;35;1;19;5;nowy;wschod;1
23;8459;25;5;5;3;nowy;poludnie;0
67;4209;28;15;23;6;nowy;poludnie;0
51;4664;14;13;20;3;nowy;poludnie;0
30;9717;24;1;16;6;powracajacy;centrum;1
68;8031;46;14;17;1;powracajacy;wschod;0
60;3276;26;18;17;6;nowy;centrum;0
20;5833;51;15;1;7;nowy;polnoc;0
57;2770;1;11;2;1;nowy;zachod;0
33;9087;2;11;15;7;powracajacy;centrum;1
33;8331;25;1;17;6;powracajacy;wschod;1
36;2654;30;9;5;4;powracajacy;poludnie;0
29;1707;5;17;11;3;nowy;polnoc;0
60;3697;6;2;7;6;powracajacy;centrum;0
31;4662;59;10;1;5;nowy;poludnie;1
61;2641;18;19;3;4;nowy;poludnie;0
61;4756;24;14;9;1;powracajacy;zachod;0
24;9373;43;2;19;6;nowy;poludnie;1
62;7055;8;3;19;6;powracajacy;polnoc;0
25;8385;32;5;0;1;vip;zachod;1
57;4792;45;16;19;3;nowy;zachod;0
42;6776;6;7;21;5;powracajacy;zachod;0
50;6257;3;7;21;6;nowy;zachod;0
67;8535;41;9;20;7;powracajacy;poludnie;0
30;3277;4;12;9;1;nowy;wschod;0
38;6802;39;15;1;4;nowy;centrum;0
65;3481;55;11;14;7;nowy;poludnie;0
32;4933;6;12;23;1;powracajacy;polnoc;0
21;9479;44;19;22;1;powracajacy;centrum;0
24;5520;26;1;4;5;nowy;centrum;1
53;2768;14;19;10;5;powracajacy;wschod;0
46;3164;28;13;9;7;nowy;zachod;0
53;1433;30;13;14;2;vip;poludnie;0
57;2981;45;4;6;1;nowy;polnoc;0
53;1409;12;2;0;2;powracajacy;centrum;0
18;2240;14;5;21;1;nowy;poludnie;0
21;5345;49;8;14;2;nowy;wschod;0
21;1668;34;14;16;1;powracajacy;wschod;0
